Feature,SHAP Value,instance
SiSRMInvkFatal,0.0,3
SiSRMInvkInfo,0.0,3
SiSRMInvkTrace,0.0,3
SiSRMInvkWarn,0.0,3
SiSRMInvkExec,0.0,3
ParamDfSRM,0.0,3
LogRtnNR,0.0,3
XmlNR,0.0,3
XmlRtnNR,0.0,3
GuiNR,0.0,3
GuiRtnNR,0.0,3
SiPfxAdd,-3.775307889225532e-08,3
MixedPfxTyp,-1.2023274058303726e-07,3
SiPfxUpdate,-7.202524503618912e-07,3
SiPfxLog,-9.605791146533038e-07,3
SoPfxParse,-1.321207958024373e-06,3
SiPfxSet,-0.0001203974652717,3
ClsNmCtnLog,-0.0008249773752974,3
ClsNmCtnGeneral,-0.0010155561015964,3
SiPfxWrite,-0.0010233257298289,3
IsConcreteCls,-0.0011480033237461,3
SoPfxGet,-0.001206782099045,3
ParamTypCtnByte[],-0.0018722458389776,3
IsInterface,-0.0018735404101729,3
XmlParamNR,-0.0018901702623434,3
MtdNm,-0.0019458574427211,3
ClsNmCtnDb,-0.0021581464841874,3
ClsNmCtnGui,-0.0023652965174061,3
FileRtnNR,-0.0025956796719476,3
SoSRMInvkRead,-0.0026780879809201,3
GeneralParamNR,-0.005586091837759,3
FileParamNR,-0.0077330746092104,3
IsAbstractCls,-0.0090898646773469,3
LogParamNR,-0.0100984022999302,3
ParamTypCtnStr[],-0.0106048367710026,3
ClsNmCtnWeb,-0.0171580947590644,3
ClsNmCtnFile,-0.0214965419611715,3
SiSRMInvkLog,0.0060059073766268,4
SRMDfRet,0.0059973905294085,4
MixedPfxCopy,0.0019760201484408,4
SiSRMInvkPush,0.0014832526136827,4
ClsNmCtnXml,0.0013302045015488,4
MixedPfxTyp,0.0012481974964673,4
SiPfxSet,0.0011991267760114,4
SoSRMInvkParse,0.0011596029700863,4
IsConcreteCls,0.0010396204639297,4
DbRtnNR,0.0007741006620346,4
SiPfxTyp,0.0006456437862053,4
SiSRMInvkRun,0.0003009291743522,4
SiPfxExec,0.0001759555785678,4
SiPfxSend,0.0001619195785586,4
SiPfxUpdate,0.0001025774560452,4
IsAbstractCls,8.644270834434546e-05,4
SiPfxAdd,8.019423481398641e-05,4
SiSRMInvkWrite,3.842455335620332e-06,4
SoPfxParse,2.3121491219274537e-06,4
GeneralRtnNR,2.0014271447290483e-06,4
SiSRMInvkSave,7.202524503584218e-07,4
SiSRMInvkInfo,3.4381132472255382e-09,4
SoPfxFind,0.0,4
SoSRMInvkPull,0.0,4
SoSRMInvkElement,0.0,4
SiSRMInvkSet,0.0,4
MixedSRMInvkDo,0.0,4
SiSRMInvkUpdate,0.0,4
MixedSRMInvkMove,0.0,4
SoSRMInvkAs,0.0,4
SoPfxRemove,0.0,4
MixedPfxMove,0.0,4
MixedPfxDo,0.0,4
MixedSRMInvkCopy,0.0,4
SoSRMInvkRemove,0.0,4
SoSRMInvkFind,0.0,4
SiPfxEval,0.0,4
SoSRMInvkList,0.0,4
SiPfxPrint,0.0,4
SiPfxSave,0.0,4
SiPfxRun,0.0,4
ConcreteMtd,0.0,4
tag,0.0,4
SRMDfParam,0.0,4
XmlNR,0.0,4
GuiNR,0.0,4
GuiParamNR,0.0,4
GuiRtnNR,0.0,4
SiSRMInvkAdd,0.0,4
SoSRMInvkRetrieve,0.0,4
SoSRMInvkPoll,0.0,4
SoSRMInvkPeek,0.0,4
SiSRMInvkSevere,0.0,4
SiSRMInvkInsert,0.0,4
SiSRMInvkEval,0.0,4
SiSRMInvkFormat,0.0,4
SiSRMInvkPrint,0.0,4
WebRtnNR,0.0,4
DbNR,0.0,4
GeneralNR,0.0,4
SiSRMInvkDebug,0.0,4
FileNR,0.0,4
LogRtnNR,0.0,4
LogParamNR,0.0,4
LogNR,0.0,4
WebNR,0.0,4
SiSRMInvkOffer,0.0,4
SiSRMInvkFatal,0.0,4
SiSRMInvkTrace,0.0,4
SiSRMInvkFine,0.0,4
SiSRMInvkWarn,0.0,4
SiSRMInvkConfig,0.0,4
SiSRMInvkExec,0.0,4
ParamDfSRM,0.0,4
XmlRtnNR,0.0,4
XmlParamNR,0.0,4
ParamTypCtnByte[],-1.5812278897353593e-07,4
SiSRMInvkError,-9.606138339085524e-07,4
SiPfxWrite,-1.4036876197220938e-06,4
SiPfxLog,-1.4993473650554143e-06,4
GeneralParamNR,-1.801099024839603e-06,4
DbParamNR,-2.1644656176544878e-05,4
ParamTypCtnStr[],-4.425634375349215e-05,4
ParamTypCtnChar[],-4.652122981013696e-05,4
IsInterface,-0.0012946156261866,4
SiSRMInvkSend,-0.0018720713705604,4
ClsNmCtnGeneral,-0.002191677934824,4
FileParamNR,-0.0022703900905616,4
ClsNmCtnGui,-0.0025534816984903,4
ClsNmCtnDb,-0.002707246221692,4
ClsNmCtnLog,-0.0031887788602977,4
FileRtnNR,-0.0037444734007298,4
PrimitiveParam,-0.0040013554465055,4
MtdNm,-0.005047822727206,4
ParamTypCtnStr,-0.0068183073230874,4
SoPfxGet,-0.0069925649378763,4
SoSRMInvkRead,-0.0077891483676156,4
ClsNmCtnFile,-0.0081743985140782,4
WebParamNR,-0.0100453485086535,4
SoSRMInvkGet,-0.0186297591019703,4
SRMDfThis,-0.0249170303693001,4
SoPfxTyp,-0.0261335892446839,4
ParamDfThis,-0.0269413851669455,4
SoPfxRead,-0.0316118998817205,4
ClsNmCtnWeb,-0.0466398540267045,4
SoPfxTyp,0.0639242674589456,5
SoPfxRead,0.0579520667647063,5
SRMDfRet,0.0206181722266835,5
PrimitiveParam,0.0173189892619284,5
ClsNmCtnDb,0.0106280770613763,5
ClsNmCtnGeneral,0.0087763890672641,5
SRMDfThis,0.0082042714261613,5
ParamTypCtnByte[],0.0066660893695015,5
SiSRMInvkSet,0.0059645803139163,5
DbParamNR,0.0045306202194667,5
ParamDfThis,0.0042478623669104,5
MixedSRMInvkDo,0.0040410378083842,5
SiPfxWrite,0.0036346704113715,5
DbRtnNR,0.0018975531922446,5
GeneralRtnNR,0.001874498858227,5
ParamTypCtnStr,0.0018323380537195,5
SiSRMInvkFine,0.001687468465988,5
SiPfxLog,0.0014011374208235,5
ClsNmCtnXml,0.0012485950714156,5
SiPfxAdd,0.0006238556795305,5
MtdNm,0.0005700048253307,5
SiPfxTyp,0.0004205531087986,5
SiPfxUpdate,0.000363158504377,5
GeneralParamNR,0.0002333939138779,5
MixedPfxTyp,0.0002158442013473,5
ParamTypCtnChar[],0.0001590111053706,5
SoPfxParse,5.892078124753245e-05,5
SoSRMInvkPull,1.4374426882138304e-05,5
SiSRMInvkWrite,3.842455335620332e-06,5
GuiParamNR,1.6545833571302015e-08,5
SoPfxFind,0.0,5
MixedSRMInvkCopy,0.0,5
MixedPfxDo,0.0,5
SoSRMInvkParse,0.0,5
SoSRMInvkRemove,0.0,5
SiPfxEval,0.0,5
SoSRMInvkFind,0.0,5
SiPfxExec,0.0,5
SoPfxRemove,0.0,5
MixedPfxCopy,0.0,5
MixedPfxMove,0.0,5
tag,0.0,5
ParamDfSRM,0.0,5
GuiNR,0.0,5
DbNR,0.0,5
LogParamNR,0.0,5
SiSRMInvkRun,0.0,5
SiSRMInvkUpdate,0.0,5
SiSRMInvkSave,0.0,5
SoSRMInvkPeek,0.0,5
SoSRMInvkPoll,0.0,5
SoSRMInvkList,0.0,5
SoSRMInvkRetrieve,0.0,5
MixedSRMInvkMove,0.0,5
SoSRMInvkAs,0.0,5
SoSRMInvkElement,0.0,5
SiSRMInvkAdd,0.0,5
SiPfxSave,0.0,5
SiPfxPrint,0.0,5
SiPfxRun,0.0,5
SiSRMInvkSevere,0.0,5
SiSRMInvkEval,0.0,5
SiSRMInvkExec,0.0,5
SiSRMInvkLog,0.0,5
SiSRMInvkSend,0.0,5
SiSRMInvkFormat,0.0,5
SiSRMInvkOffer,0.0,5
SiSRMInvkError,0.0,5
SiSRMInvkFatal,0.0,5
SiSRMInvkInfo,0.0,5
SiSRMInvkPush,0.0,5
SiSRMInvkInsert,0.0,5
SiSRMInvkPrint,0.0,5
XmlRtnNR,0.0,5
XmlParamNR,0.0,5
ConcreteMtd,0.0,5
XmlNR,0.0,5
SRMDfParam,0.0,5
LogRtnNR,0.0,5
WebRtnNR,0.0,5
WebNR,0.0,5
SiSRMInvkConfig,0.0,5
LogNR,0.0,5
FileNR,0.0,5
GeneralNR,0.0,5
SiSRMInvkDebug,0.0,5
SiSRMInvkTrace,0.0,5
SiSRMInvkWarn,0.0,5
GuiRtnNR,0.0,5
ParamTypCtnStr[],-5.763683003423559e-06,5
SiPfxSet,-2.3575160693074804e-05,5
FileParamNR,-0.0001660317494613,5
SoPfxGet,-0.0004944418447058,5
WebParamNR,-0.0013855991280488,5
SiPfxSend,-0.001814674423957,5
ClsNmCtnLog,-0.003029136003224,5
IsConcreteCls,-0.003242659021468,5
IsInterface,-0.004490159488586,5
FileRtnNR,-0.0053673000746865,5
IsAbstractCls,-0.005374786081152,5
ClsNmCtnGui,-0.0060585474397558,5
SoSRMInvkRead,-0.0074643911329065,5
SoSRMInvkGet,-0.0264057977186264,5
ClsNmCtnFile,-0.0321905743371157,5
ClsNmCtnWeb,-0.0440985759266602,5
SoPfxTyp,0.046926115947599,6
ParamDfThis,0.0255324612941682,6
ParamTypCtnByte[],0.0129238129769613,6
SRMDfRet,0.0126026253050053,6
IsConcreteCls,0.0087614457604932,6
SiSRMInvkPush,0.005465075040648,6
GeneralParamNR,0.003620126571787,6
ClsNmCtnLog,0.0017865648282216,6
ClsNmCtnXml,0.0014555400536389,6
SiSRMInvkWrite,0.0013770572185043,6
GeneralRtnNR,0.001213574595404,6
SiPfxTyp,0.0008993750246394,6
SoPfxRead,0.000623297690326,6
SoPfxParse,0.0005538066887712,6
ClsNmCtnGeneral,0.0005467221651427,6
SiPfxSet,0.0004141191051971,6
DbParamNR,0.000194945955136,6
SiPfxSend,8.550772010299662e-05,6
SiPfxExec,6.409401937261527e-05,6
SiPfxAdd,6.35999349220262e-06,6
SiSRMInvkSend,2.403613835501306e-07,6
SiSRMInvkRun,0.0,6
MixedSRMInvkMove,0.0,6
SoSRMInvkList,0.0,6
SiPfxLog,0.0,6
SiSRMInvkUpdate,0.0,6
SoSRMInvkPull,0.0,6
MixedSRMInvkDo,0.0,6
MixedPfxMove,0.0,6
SoPfxFind,0.0,6
SiPfxRun,0.0,6
SiPfxPrint,0.0,6
SiPfxSave,0.0,6
SoSRMInvkParse,0.0,6
SoSRMInvkRemove,0.0,6
SiPfxEval,0.0,6
SoSRMInvkFind,0.0,6
SoSRMInvkPeek,0.0,6
SoSRMInvkPoll,0.0,6
SoPfxRemove,0.0,6
MixedPfxDo,0.0,6
tag,0.0,6
SRMDfParam,0.0,6
ConcreteMtd,0.0,6
XmlNR,0.0,6
GuiRtnNR,0.0,6
XmlParamNR,0.0,6
WebRtnNR,0.0,6
LogRtnNR,0.0,6
SiSRMInvkDebug,0.0,6
ParamDfSRM,0.0,6
SoSRMInvkAs,0.0,6
SoSRMInvkElement,0.0,6
SiSRMInvkAdd,0.0,6
MixedSRMInvkCopy,0.0,6
SiSRMInvkLog,0.0,6
SiSRMInvkPrint,0.0,6
DbNR,0.0,6
SiSRMInvkFine,0.0,6
SiSRMInvkWarn,0.0,6
GeneralNR,0.0,6
FileNR,0.0,6
WebNR,0.0,6
LogNR,0.0,6
SiSRMInvkExec,0.0,6
SiSRMInvkTrace,0.0,6
SiSRMInvkFatal,0.0,6
SiSRMInvkError,0.0,6
SiSRMInvkInfo,0.0,6
SiSRMInvkSevere,0.0,6
SiSRMInvkInsert,0.0,6
SiSRMInvkFormat,0.0,6
SiSRMInvkOffer,0.0,6
XmlRtnNR,0.0,6
GuiNR,0.0,6
GuiParamNR,0.0,6
SiPfxUpdate,-1.2023274058303726e-07,6
MixedPfxTyp,-4.327504327453213e-07,6
SiSRMInvkEval,-6.011637029151862e-07,6
SoSRMInvkRetrieve,-2.0259584255361007e-06,6
ParamTypCtnChar[],-4.153284830381299e-06,6
LogParamNR,-0.0001456979528646,6
SiPfxWrite,-0.0001857266090257,6
MixedPfxCopy,-0.0004169883462689,6
PrimitiveParam,-0.0008469209288704,6
IsAbstractCls,-0.0011138175749947,6
SoPfxGet,-0.0012483753209446,6
IsInterface,-0.0016225216563591,6
ParamTypCtnStr,-0.0017452017094454,6
FileRtnNR,-0.0020784082103446,6
SoSRMInvkRead,-0.0025653221893259,6
SiSRMInvkSave,-0.0030963143318294,6
ClsNmCtnGui,-0.0033306876918308,6
SiSRMInvkSet,-0.0038113944951361,6
MtdNm,-0.0040161356507407,6
ParamTypCtnStr[],-0.0047409894907731,6
SiSRMInvkConfig,-0.0047647884948324,6
FileParamNR,-0.0090410717729417,6
WebParamNR,-0.0173772553697784,6
ClsNmCtnFile,-0.0196483865833257,6
SRMDfThis,-0.0218256332459642,6
DbRtnNR,-0.0429058529851587,6
ClsNmCtnWeb,-0.0533101823549401,6
ClsNmCtnDb,-0.0707044830602508,6
SoSRMInvkGet,-0.0745550946923396,6
SoPfxRead,0.0453398973781718,7
SoPfxTyp,0.0262059964643554,7
SRMDfRet,0.0253362383190174,7
ClsNmCtnGeneral,0.0118319381013903,7
SoSRMInvkRemove,0.0072612028971848,7
SiPfxTyp,0.0060289904657813,7
SiSRMInvkAdd,0.0050026713462455,7
GeneralParamNR,0.004321879566955,7
FileParamNR,0.0032792861902462,7
MtdNm,0.0029778585531241,7
SiSRMInvkFatal,0.0029056689160488,7
SiSRMInvkWrite,0.0028698696888288,7
DbRtnNR,0.0018650059884086,7
ClsNmCtnXml,0.0014555400536389,7
MixedPfxTyp,0.001247717674809,7
GeneralRtnNR,0.0009154893981932,7
DbParamNR,0.0004175816138008,7
PrimitiveParam,0.0002075227848252,7
ClsNmCtnDb,0.0001598861343276,7
SiPfxSet,8.383856852864358e-05,7
SiPfxAdd,3.813954732524022e-05,7
MixedSRMInvkCopy,0.0,7
