Feature,SHAP Value,Source
MtdDumpInvkd,-0.0011105439881184,4
ParamDfSiMtdUpdat,-0.0011110074657696,4
MtdNmCtnHandl,-0.0012971858172449,4
MtdNmCtnSend,-0.0013313350918144,4
MtdLogInvkd,-0.0013327269772561,4
MtdNmCtnUpdat,-0.0016784274469287,4
MtdModPRIVATE,-0.0019974234319102,4
MtdNmCtnLog,-0.0021452991319631,4
ParamDfSiMtdPars,-0.00224071649622,4
MtdputInvkd,-0.0029239473091845,4
MtdNmCtnStream,-0.0031068129159585,4
MtdNmCtnPrint,-0.003265652664405,4
MtdFrmClsDbInvkd,-0.0032771354025323,4
ClsNmCtnResponse,-0.0035145640290762,4
MtdReplacInvkd,-0.003764746095791,4
ParamTypCtnCharsequence,-0.0038444511402429,4
MtdModSTATIC,-0.0051967066435829,4
MtdNmCtnRun,-0.0052492371743173,4
MtdExecutInvkd,-0.0052775305395488,4
ParamDfSiMtdPut,-0.0061835170858375,4
ParamDfSiMtdExecut,-0.0074590344231125,4
MtdNmCtnExecut,-0.0089045911776309,4
MtdNmCtnWrit,-0.0096562975014528,4
ClsNmCtnIo,-0.0109719851934623,4
ClsNmCtnSql,-0.0148331766550597,4
MtdNmCtnReplac,-0.0216985013448056,4
ParamDfSiMtdSet,-0.0306273149106287,4
ParamDfSiMtdLog,-0.0391583957234553,4
MtdCtnParams,-0.0911328874250271,4
ParamTypCtnStr,-0.1782633869291362,4
MtdModSTATIC,0.0250051202516485,5
MtdCtnParams,0.0121024979633671,5
MtdModPUBLIC,0.0118076060136987,5
ClsFINAL,0.0110355260264161,5
MtdSetInvkd,0.009447252162138,5
MtdLoneGetterOrSetter,0.0047004615697365,5
ParamTypCtnByte[],0.0038613945500577,5
ClsNmCtnWeb,0.0037314351805588,5
ClsNmCtnNet,0.003252585003927,5
MtdWritInvkd,0.0026902303700139,5
ClsNmCtnJdbc,0.0026257941030874,5
ParamTypCtnStringbuilder,0.0025481404698107,5
ClsNmCtnSecurity,0.0025117166767615,5
MtdNmCtnPars,0.0024957042599184,5
MtdHandlInvkd,0.0024430005428821,5
MtdFrmClsDbInvkd,0.0022510470700888,5
