row,dataset_row,base_value,prediction,ClsNmCtnEncod,ParamDfRtn,MtdModFINAL,RtnTypByte[],MtdModPUBLIC,ClsEscapInvkd,MtdSanitiInvkd,ParamTypCtnStringbuilder,ClsNmEndsEncoder,MtdNmStrtSet,ClsSTATIC,MtdNmCtnEscapeNotUnescape,MtdNmCtnUnescape,MtdNmCtnStrip,MtdNmStrtPut,MethodEncodInvkd,MtdNmCtnVerif,MtdNmStrtGet,MtdNmCtnEncodNotEncoding,ParamTypEqRtnTyp,ImplicitMtd,ClsNmCtnPage,ClsFINAL,ClsEncodInvkd,RtnTypCharSequence,MethodEscapInvkd,MethodMatchInvkd,MethodRegexInvkd,ParamTypCtnChar[],RtnTypStr,MtdNmCtnReplac,ClsNmCtnValid,MethodStripInvkd,MtdConstructor,ClsNmCtnEscap,ParamTypCtnStr,ParamTypCtnCharsequence,MtdNmStrtHas,ParamTypCtnByte[],MtdNmCtnRegex,ClsRegexInvkd,MtdReplacInvkd,MtdCtnParams,ClsNmCtnSaniti,ClsSanitiInvkd,MtdModSTATIC,MtdNmCtnSaniti,ClsPUBLIC
10,4483,0.013661406048909473,3.154041225937598e-08,0.000290640508158272,-2.495693702488764e-05,-0.0002563626279936195,8.27352810112971e-05,0.00014064130331577752,0.0,-0.000422644586274713,0.0,-0.00010708229911663835,0.0,0.0,-0.0011974043711412434,-0.00042471994612066065,0.0,0.0,-2.8467442561938536e-05,-3.209000357126646e-05,0.0,-0.0020096927593947064,-0.002714603036608293,0.00030753548479712795,0.0,0.0011989207383176648,0.0,0.0,0.0,-9.382648932445147e-05,0.0,-4.577957954468029e-05,-0.0022475382658250953,-0.0003774567341455842,-7.409654794930513e-05,0.0,0.0,0.0,-0.0016842441508119206,0.0,0.0,-0.0003274369030912731,0.0,-0.0001831792261032586,0.0,-0.002050328562007721,0.0,0.0,-0.0003213314240652952,-0.0010586059314208005,0.0
11,2534,0.013661406048909473,7.003506444312052e-05,0.0008388905728344833,0.00044958426031849224,-0.0008482033176312195,-0.0011096472324629006,0.0005338776043288212,0.0,-0.0005083291114094713,0.0,0.0,0.0,0.0,-0.0019662298530882965,-0.0010137255599374081,0.0,0.0,0.0,0.00041934135868394105,0.0,0.028070259267996677,-0.00793710408491998,0.0008855612537187591,0.0,-0.002316812603622967,0.0,0.0,0.0,0.0,0.0,-0.00029863163155920933,-0.007563446876220907,-0.000792885203915276,-0.000565969412925015,0.0,0.0,0.0,-0.0062227735797021734,-0.0006549734895165794,0.0,-0.0015533106575799983,0.0,0.0,0.0,-0.00829444966109198,0.0,0.0,-0.0011696801771704935,-0.0014551094527229759,-0.0005176033968706788
12,9177,0.013661406048909473,2.936005831545574e-07,0.0003981817201616089,0.0,-0.00024151104179392897,0.0,0.00013291117729908187,0.0,-0.00042389613335666674,0.0,-0.00023553150563925153,0.0,0.0,-0.0014431030974596947,-0.0005466983946455367,0.0,0.0,0.0,0.0,0.0,-0.002403447928110541,-0.0031425071514681177,0.0004270302460669433,0.0,-0.0004566575337603165,0.0,0.0,0.0,-3.8360159748600394e-05,0.0,-4.326956204300901e-05,0.0016551138184757823,-0.0005926284624395765,-0.00011079656348570584,0.0,0.0,0.0,-0.0020401253450566576,0.0,0.0,-0.00038177572511826615,0.0,-0.0001439161008271032,-2.531597704645909e-05,-0.0025730706993132074,0.0,0.0,-0.00034412318878703266,-0.0010876148402300632,0.0
13,9176,0.013661406048909473,3.949280411377765e-09,0.00041381186136240055,0.0,-0.0001495992804354794,0.0,0.0,0.0,-0.00037533278768844065,0.0,-0.00021790038368439736,0.0,0.0,-0.0010405130345416788,-0.00023430228739341138,0.0,0.0,0.0,0.0,0.0,-0.0015951351873946286,-0.0024150092718580045,0.0002971043978019044,0.0,-0.0002725055330541912,0.0,0.0,0.0,-8.396873824618798e-05,0.0,-5.585890144489181e-05,-0.0021277227420484794,-0.0004461992835705315,-0.0001190390443229532,0.0,0.0,-2.839167705438489e-05,-0.0016102267546765387,0.0,0.0,-0.00018394496822113335,-1.3509543591760521e-05,-9.074054352788869e-05,0.0,-0.002027744454867787,0.0,0.0,-0.00032097096807131084,-0.000963702973099289,0.0
14,7951,0.013661406048909473,1.860748217556718e-07,0.00038286012023290946,0.0,-0.0003220162604096029,0.0,0.0,0.0,-0.00047258390555772787,0.0,-0.00014534174285286882,0.0,0.0,-0.0012955691399875386,-0.00041653808658372184,0.0,0.0,-4.527774946738979e-05,0.0,0.0,-0.002033291044372263,-0.002830529595749118,0.0004143414654119245,0.0,-0.00028777998614410425,0.0,0.0,0.0,-0.00013455877707264352,0.0,0.0,-0.0025746403120945204,-0.0004907966427909903,-0.00017808756785657996,0.0,0.0,0.0,-0.0016689019201716108,0.0,0.0,-0.00024161621476167592,-4.776285307958343e-05,-3.712474726640044e-05,-2.8617678106836484e-05,0.0001459939783957223,0.0,0.0,-0.0002527699066972911,-0.0010741820041045057,-2.6429403001302157e-05
15,2926,0.013661406048909473,1.860748217469982e-07,0.0003037733302134599,0.0,-0.00023892645327363017,0.0,0.0,0.0,-0.0004972114083607338,0.0,-0.00021800761980619588,0.0,0.0,-0.001232309171255835,-0.0004392946999204219,0.0,0.0,0.0,0.0,0.0,-0.0019224079785836634,-0.0027770466355687925,0.0003838283479108093,0.0,-0.00035049764770419607,0.0,0.0,0.0,-3.692022202903151e-05,0.0,0.0,-0.002520079238224345,-0.0005389328477458851,-0.00024106314575411724,0.0,0.0,0.0001333169821149196,-0.0017779679523483314,0.0,0.0,-0.0003473851801169929,0.0,-5.32137262392233e-05,0.0,0.00010322327708522149,0.0,0.0,-0.00031738913537752376,-0.0010767088491032174,0.0
16,1580,0.013661406048909473,2.9360058315282267e-07,0.0004183395397945903,0.0,-0.0002322779184794469,0.0,9.92982996987697e-05,0.0,-0.0004322912374821732,0.0,-0.00015359733741452793,0.0,0.0,-0.001475269625486261,-0.00048771708583606046,0.0,0.0,0.0,0.0,0.0,-0.002474451085801949,-0.003171586133636188,0.00040405277079990737,0.0,-0.0004920149500189579,0.0,0.0,0.0,-0.00014960688755277026,0.0,-2.86229334631103e-05,0.0017607579069798046,-0.0006059459519114827,-0.00012812500239412842,0.0,0.0,0.00012444145905951383,-0.002045868043506562,-5.7947869484797386e-05,0.0,-0.0003702837215740807,0.0,-7.49507598507405e-05,0.0,-0.0025258271999785724,0.0,0.0,-0.00040067957772630807,-0.0011431280078473636,-1.7811095213425207e-05
17,4598,0.013661406048909473,2.266476552392066e-07,0.000392178165208038,7.70670004555201e-05,-0.00022178036956318293,0.0,0.0,0.0,-0.00046623342943605045,0.0,-0.00022551457081590025,0.0,0.0,-0.0013571787565179931,-0.0003532568139807965,0.0,0.0,0.0,-2.370595274395913e-05,0.0,-0.002273393716685695,-0.002989534482308137,0.0003391015374864169,0.0,-0.0003310985640403484,0.0,0.0,0.0,-5.5813391608654605e-05,0.0,0.0,-0.002646018815729262,-0.0005267080815604498,-0.00014644531190035625,0.0,0.0,0.0,-0.0018821604108103186,0.0,0.0,-0.00026827828062444333,0.0,-7.687412051778733e-05,-7.617240695099217e-05,0.00010153447263080744,0.0,0.0,0.0004540179113159156,-0.0011049110125566034,0.0
18,128,0.013661406048909473,3.949280406173594e-09,0.00027530783467686937,9.930836778288881e-05,-0.00020026583724121956,0.0,7.688829597969916e-05,0.0,-0.0004647570167482244,0.0,-0.00011935156476522835,0.0,0.0,-0.0011181166001088547,-0.00052220532052125,0.0,0.0,-8.587814244997766e-05,0.0,0.0,-0.0016473402863892404,-0.0023931517672096518,0.0003645899981247722,0.0,-0.00033127730622252476,0.0,0.0,0.0,-0.00014924084071617105,0.0,0.0001170879695210798,-0.002126779987614555,-0.0004787593168323993,-0.00010714224140011787,0.0,0.0,0.00011731038805033165,-0.0015040898694431517,0.0,0.0,-0.0002169636368630677,0.0,-8.853316467806285e-05,0.0,-0.0019388825030512077,0.0,0.0,-0.0003652007665643114,-0.0008202757555685101,-3.368302937698138e-05
19,438,0.013661406048909473,9.737327959745412e-08,0.00039852172898591383,0.00011042923506555838,-0.0003197766936313,0.0,-0.0025100696075140696,0.0,-0.0005169770595374646,0.0,-0.00017985773592562918,0.0,0.0,-0.001249521485082676,-0.00043525638595460125,0.0,0.0,-8.714074570375303e-05,-5.227208154390947e-05,0.0,-0.0023021002806817865,-0.0027122722536459666,0.000345504078113668,0.0,-0.0003479364073322302,0.0,0.0,0.0,-7.43230230521442e-05,0.0,-6.526431589867979e-05,-0.002610259696039135,-0.0004766569564128862,-0.00012081458892836365,0.0,0.0,0.00012886084594059842,0.0010831867326970424,-2.4582240288487576e-05,0.0,-0.0003322508281336365,0.0,0.0,0.0,0.00010631499676260594,0.0,0.0,-0.00036727388777685284,-0.0010002538547681892,-4.926616534350024e-05
